"month","idle_share","avg_kwh_per_session","sessions_count"
"2019-01","0.47237602234347921686","10.3681672009654822","985"
"2019-02","0.48658580907279035390","9.9420098434779807","931"
"2019-03","0.52464709954786091376","9.3553724703080169","948"
